Item #,Download date,Download cancelled,Media type,Downloaded by,Subscription,Account overage,Title,Caption,Contributor,Source,File size,Project code,Download notes,Duplicate downloads
467629404,2020-03-24T12:33:36.6328105,,Photos,Camilla Engevik,KlippekortiStock,,Hiking young man and scenic view of lake Gjende Jotunheimen,"Hiking young man is sitting in front of a picturesque scenic view of lake Gjende and a remote mountain range in the Jotunheimen national park, Norway. Backpacker sitting in front of his tent gazing at stunning view. People traveling. XXXL (Sony Alpha 7R)",E+,E Plus,7360 x 4912 px (62.31 x 41.59 cm) - 300 dpi - RGB,,"Relevans 8, LA",
458092693,2020-03-24T12:31:46.7236602,,Photos,Camilla Engevik,KlippekortiStock,,"Afar family at the last remaining water hole, Ethiopia","""Afrera in the Danakil triangle, Ethiopia - January 17, 2010: A woman form the Afar people with some of her childrend and their goats at the last remaining water hole of the region. some of the goats are drinking from the water hole.""",iStock Unreleased,iStock Unreleased,3200 x 2129 px (27.09 x 18.03 cm) - 300 dpi - RGB,,"Relevans 8, LA",
484593124,2020-03-24T05:16:24.5858685,,Photos,Camilla Engevik,KlippekortiStock,,Kids hiking in autumn forest,Three kids hiking in autumn forest. Kids are climbing a huge boulder. Sister is helping her brother to climb. Kids are wearing backpacks and are holding sticks.,E+,E Plus,7360 x 4912 px (62.31 x 41.59 cm) - 300 dpi - RGB,,Salto 2A Elevbok KAH,
468891890,2020-03-24T04:28:24.0276084,,Illustrations,Camilla Engevik,KlippekortiStock,,Love without rules,The illustration shows romantic relations between a giraffe and a zebra,iStock,iStockphoto,2580 x 3330 px (21.84 x 28.19 cm) - 300 dpi - RGB,,salto 5A - elevbok_ AS,
876974970,2020-03-22T09:08:42.2268556,,Illustrations,Camilla Engevik,KlippekortiStock,,Superhero Face Dark,Portrait of superhero in the dark with glowing eyes.,iStock,iStockphoto,Vector (EPS) – Scalable to any size,,E1 (C.E),
491445829,2020-03-22T07:42:21.5319388,,Photos,Camilla Engevik,KlippekortiStock,,energic friends shilhouettes,"happy friends silhouettes running and having energy, sunset time.",E+,E Plus,6986 x 4399 px (59.15 x 37.24 cm) - 300 dpi - RGB,,Refleks 5 Naturfag (C.E),
1127297700,2020-03-22T06:49:42.0841176,,Photos,Camilla Engevik,KlippekortiStock,,Let's make it together,Grand mother and her grand son in kitchen,E+,E Plus,5992 x 3995 px (50.73 x 33.82 cm) - 300 dpi - RGB,,Refleks 5 Naturfag (C.E),
609696566,2020-03-15T10:46:58.1782239,,Photos,Camilla Engevik,KlippekortiStock,,red sneakers and man business shoes,red sneakers and man business shoes,iStock,iStockphoto,4724 x 2835 px (40.00 x 24.00 cm) - 300 dpi - RGB,,E1 (C.E),
475027152,2020-03-12T16:04:36.8009094,,Illustrations,Camilla Engevik,KlippekortiStock,,Creative writing concept,Creative writing concept,iStock,iStockphoto,Vector (EPS) – Scalable to any size,,KOntekst basisbok - A.S.,
651353190,2020-03-12T15:32:21.5417412,,Photos,Camilla Engevik,KlippekortiStock,,Portrait of happy schoolboy studying with his classmates in library,Portrait of happy schoolboy studying with his classmates in library at school,iStock,iStockphoto,8660 x 5773 px (73.32 x 48.88 cm) - 300 dpi - RGB,,Kontekst Basisbok - AS,
478326876,2020-03-12T14:26:11.9317628,,Photos,Camilla Engevik,KlippekortiStock,,climber with backpack,climber with backpack hanging on the rock,iStock,iStockphoto,6000 x 4004 px (50.80 x 33.90 cm) - 300 dpi - RGB,,Kontekst BasisbokA.S.,
1147769318,2020-03-12T10:44:37.2684709,,Illustrations,Camilla Engevik,KlippekortiStock,,"alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector","alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector",iStock,iStockphoto,6000 x 8115 px (50.80 x 68.71 cm) - 300 dpi - CMYK,,"Nytt forsøk, gikk ikke første gang.",Duplicate download
1147769318,2020-03-12T10:44:32.489012,,Illustrations,Camilla Engevik,KlippekortiStock,,"alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector","alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector",iStock,iStockphoto,6000 x 8115 px (50.80 x 68.71 cm) - 300 dpi - CMYK,,"Nytt forsøk, gikk ikke første gang.",Duplicate download
1147769318,2020-03-12T10:43:29.1063285,,Illustrations,Camilla Engevik,KlippekortiStock,,"alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector","alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector",iStock,iStockphoto,Vector (EPS) – Scalable to any size,,"Nytt forsøk, gikk ikke første gang.",Duplicate download
1147769318,2020-03-12T10:43:19.7157119,,Illustrations,Camilla Engevik,KlippekortiStock,,"alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector","alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector",iStock,iStockphoto,Vector (EPS) – Scalable to any size,,"Nytt forsøk, gikk ikke førts",Duplicate download
1147769318,2020-03-12T10:43:19.6313773,,Illustrations,Camilla Engevik,KlippekortiStock,,"alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector","alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector",iStock,iStockphoto,Vector (EPS) – Scalable to any size,,"Nytt forsøk, gikk ikke førts",Duplicate download
1147769318,2020-03-12T10:41:31.3956339,,Illustrations,Camilla Engevik,KlippekortiStock,,"alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector","alive happy spring tree with titmouses bird, concept of happy tree, tree soul, man like smile to the bird, fairytale in  the nature, plant alive idea, vector",iStock,iStockphoto,Vector (EPS) – Scalable to any size,,Kontekst Basisbok A.S,
498954652,2020-03-10T05:10:13.2574026,,,Camilla Engevik,KlippekortiStock,,Do not be silent about violence,"",E+,E Plus,,,E1 (C.E),
1067146510,2020-03-10T05:05:15.5498327,,Photos,Camilla Engevik,KlippekortiStock,,Red sunset over a sea of clouds,"Fiery sunset over a sea of clouds as seen from the top of Mt Diablo, north San Francisco bay area, California (some of San Francisco's buildings visible under a layer of clouds)",iStock,iStockphoto,13387 x 3548 px (113.34 x 30.04 cm) - 300 dpi - RGB,,E1 (C.E),
872027994,2020-03-10T04:33:54.0711534,,Photos,Camilla Engevik,KlippekortiStock,,"A tropical storm in the Atlantic Ocean. A hurricane into the Caribbean Sea, the Mexican Gulf",Mexico,iStock,iStockphoto,5242 x 3495 px (44.38 x 29.59 cm) - 300 dpi - RGB,,E1 (C.E),
932402418,2020-03-10T04:10:44.4237455,,Photos,Camilla Engevik,KlippekortiStock,,Portrait of Mixed Race Young Man,"A dramatically lit portrait of a young African American man, the sun highlighting his face in a unique way.  Vertical image.",E+,E Plus,4480 x 6720 px (37.93 x 56.90 cm) - 300 dpi - RGB,,E1 (C.E),
618197660,2020-03-10T04:08:33.183155,,Photos,Camilla Engevik,KlippekortiStock,,Cocoa pods,Raw cocoa pods and beens. Fresh cacao at shop,iStock,iStockphoto,3109 x 1982 px (26.32 x 16.78 cm) - 300 dpi - RGB,,E1 (C.E),
155383117,2020-03-10T03:55:32.0917319,,Photos,Camilla Engevik,KlippekortiStock,,Cape Town Panorama,Panoramic view over Cape Town and Table Mountain from top of Lion's Head Mountain.,E+,E Plus,7379 x 2531 px (62.48 x 21.43 cm) - 300 dpi - RGB,,E1 (C.E),
973439398,2020-03-10T02:25:11.4244505,,Photos,Camilla Engevik,KlippekortiStock,,Retro 1970's Girl,"A young Asian woman wearing retro-styled 1970's clothing. Both the model and set are styled to portray a teenager/young adult from 1976 with period correct clothing, furniture, and props.",E+,E Plus,8164 x 6123 px (69.12 x 51.84 cm) - 300 dpi - RGB,,E1 (C.E),
157581491,2020-03-09T13:11:30.985855,,Photos,Camilla Engevik,KlippekortiStock,,Melting earth. Global Warming Globe Water Concept Sphere Environment,"",E+,E Plus,4874 x 4252 px (41.27 x 36.00 cm) - 300 dpi - RGB,,Appell Vg1 (C.E),
200432780-001,2020-03-09T12:42:13.6395778,,Photos,Camilla Engevik,KlippekortiStock,,"Three young women studying in student dormitory, one at desk","",Photodisc,Photodisc,4992 x 3328 px (42.27 x 28.18 cm) - 300 dpi - RGB,,Appell Vg1 (C.E),
1068597700,2020-03-05T01:15:36.2593428,,Photos,Camilla Engevik,KlippekortiStock,,Workman in Metal Industry Measuring on the Electronic Balance,Workman in Metal Industry Measuring on the Electronic Balance,E+,E Plus,6016 x 4016 px (50.94 x 34.00 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
1139562092,2020-03-05T01:15:36.2578374,,Photos,Camilla Engevik,KlippekortiStock,,Female crane operator standing on vehicle,"A mid adult woman in her 30s working as a crane operator. She is standing on the vehicle, wearing a hardhat and reflective vest, ready to climb into the cab.",E+,E Plus,5773 x 8660 px (48.88 x 73.32 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
1133759521,2020-03-05T01:15:36.2562194,,Photos,Camilla Engevik,KlippekortiStock,,Wooden shed with sauna outdoors in snow in Finnish Lapland,Wooden shed with sauna outdoors in snow in Finnish Lapland,iStock,iStockphoto,8256 x 5504 px (69.90 x 46.60 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
1150687639,2020-03-05T01:15:36.2546542,,Photos,Camilla Engevik,KlippekortiStock,,Young woman bitting her bank card,"Young woman with braided hair sitting by the table, looking on her smart phone. Paying bills on the phone, checking her finance on the phone app. Millenial generation uses new and improved ways of dealnig with money. Everything can be done over the phone, the need of going to a bank is no longer here. Young generations are paying bills, transferring money, checking their balance  and other things, all over the phone financial and bank apps.",E+,E Plus,7952 x 5304 px (67.33 x 44.91 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
141337071,2020-03-05T01:15:36.2531839,,Photos,Camilla Engevik,KlippekortiStock,,Student working on car engine,"",Cultura,Cultura RF,3479 x 5197 px (29.46 x 44.00 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
182061927,2020-03-05T01:15:36.2512646,,Photos,Camilla Engevik,KlippekortiStock,,Shipping of Containers,Lifting a container from stack to a ship.,iStock,iStockphoto,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
540600178,2020-03-05T01:15:36.2493263,,Photos,Camilla Engevik,KlippekortiStock,,Ventilation iron grid on urban area with stone road,Ventilation iron grid on urban area with stone road - image with copy space,iStock,iStockphoto,4752 x 3168 px (40.23 x 26.82 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
157331543,2020-03-05T01:15:36.2474786,,Photos,Camilla Engevik,KlippekortiStock,,Juice box,"",E+,E Plus,2048 x 3072 px (17.34 x 26.01 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
898841774,2020-03-05T01:15:36.2456312,,Photos,Camilla Engevik,KlippekortiStock,,The black stairs with loft style.,The black stairs with loft style,iStock,iStockphoto,4712 x 7360 px (39.89 x 62.31 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
1167932094,2020-03-05T01:15:36.2438649,,Photos,Camilla Engevik,KlippekortiStock,,"stylish attractive mature woman 50-60 makes selfie on mobile phone on the seashore, travel and retirement, fashion and beauty","stylish attractive mature woman 50-60 makes selfie on mobile phone on the seashore, travel and retirement, fashion and beauty",iStock,iStockphoto,5000 x 3333 px (42.33 x 28.22 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
511282719,2020-03-05T01:15:36.2417122,,Photos,Camilla Engevik,KlippekortiStock,,Entrance for the disabled,Entrance for the disabled,iStock,iStockphoto,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
1080308448,2020-03-05T01:15:36.2397078,,Photos,Camilla Engevik,KlippekortiStock,,Cooking on the food truck,Cooking on the food truck,iStock,iStockphoto,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
120927853,2020-03-05T01:15:36.2377603,,Photos,Camilla Engevik,KlippekortiStock,,Waterjet Cutting Machine Detail,Waterjet cutting nozzle  close-up from metalwork industry. CNC waterjet machine at work cutting a steel plate.,iStock,iStockphoto,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
512831402,2020-03-05T01:15:36.2360327,,Photos,Camilla Engevik,KlippekortiStock,,New road tunnel in Norway,New road tunnel in Norway sits beside old road on Ovre Eidfjord,iStock,iStockphoto,3872 x 2592 px (32.78 x 21.95 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
1056659184,2020-03-05T01:15:36.2342956,,Photos,Camilla Engevik,KlippekortiStock,,Swimmingpool in front of a blue sky,Leerer Pool vor einem blauen Himmel,iStock,iStockphoto,4914 x 3276 px (41.61 x 27.74 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
856321612,2020-03-05T01:15:36.2326661,,Photos,Camilla Engevik,KlippekortiStock,,close up on a woman's hands holding a bitten piece of chocolate bar,close up on a woman's hands holding a bitten piece of chocolate bar,iStock,iStockphoto,6000 x 4004 px (50.80 x 33.90 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
857901032,2020-03-05T01:15:36.2309299,,Photos,Camilla Engevik,KlippekortiStock,,Professional Chef at work,Chef in a walk in fridge,E+,E Plus,5240 x 3493 px (44.37 x 29.57 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
175586124,2020-03-05T01:15:36.2289335,,Photos,Camilla Engevik,KlippekortiStock,,motor boat propeller,"""motor boat propeller and a rudder, shallow depth of fieldCHECK OTHER SIMILAR IMAGES IN MY PORTFOLIO....""",E+,E Plus,3720 x 5580 px (31.50 x 47.24 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
1163111038,2020-03-05T01:15:36.2232785,,Photos,Camilla Engevik,KlippekortiStock,,"Man using calculator Accounting Calculating Cost Economic bills with money stack step growing growth saving money in home , finance concept","Man using calculator Accounting Calculating Cost Economic bills with money stack step growing growth saving money in home , finance concept",iStock,iStockphoto,5889 x 3926 px (49.86 x 33.24 cm) - 300 dpi - RGB,,Mønster YF TIP (C.E),
876652682,2020-03-02T09:26:44.8640819,,Photos,Camilla Engevik,KlippekortiStock,,Smiling young African girl standing happily against a gray background,Cute young African girl with long curly hair smiling and wearing dungarees standing with her hand on her chin against a gray background,iStock,iStockphoto,5976 x 3984 px (50.60 x 33.73 cm) - 300 dpi - RGB,,"Relevans 8, LAa",
499031564,2020-02-28T04:15:02.4295771,,Photos,Camilla Engevik,KlippekortiStock,,Basketball player throwing ball toward hoop,"Basketball player throwing ball toward hoop, outdoor court",E+,E Plus,5760 x 3840 px (48.77 x 32.51 cm) - 300 dpi - RGB,,Mønster 1T (C.E),
108311074,2020-02-28T04:15:02.4256194,,Photos,Camilla Engevik,KlippekortiStock,,Multiple image of free style skier,"",E+,E Plus,4256 x 2832 px (36.03 x 23.98 cm) - 300 dpi - RGB,,Mønster 1T (C.E),
1154261893,2020-02-28T04:15:02.4216353,,Photos,Camilla Engevik,KlippekortiStock,,Programming language concept. System engineering. Software development.,Programming language concept. System engineering. Software development.,iStock,iStockphoto,7952 x 4717 px (67.33 x 39.94 cm) - 300 dpi - RGB,,Mønster 1T (C.E),
74180950,2020-02-28T04:15:02.4171674,,Photos,Camilla Engevik,KlippekortiStock,,Man climbing ladder against wall outdoors,"",OJO Images,OJO Images RF,5050 x 3320 px (42.76 x 28.11 cm) - 300 dpi - RGB,,Mønster 1T (C.E),
514157640,2020-02-28T04:15:02.4132262,,Photos,Camilla Engevik,KlippekortiStock,,Land surveyor,Land surveyor,iStock,iStockphoto,5760 x 3840 px (48.77 x 32.51 cm) - 300 dpi - RGB,,Mønster 1T (C.E),
119400688,2020-02-28T04:15:02.4091808,,Photos,Camilla Engevik,KlippekortiStock,,Couple of rabbits,"",iStock,iStockphoto,3500 x 2333 px (29.63 x 19.75 cm) - 300 dpi - RGB,,Mønster 1T (C.E),
893378666,2020-02-28T04:15:02.4049867,,Photos,Camilla Engevik,KlippekortiStock,,Picking up some speed there,Rearview shot of an unrecognizable young man riding down a road with a skateboard outside in a rural area,E+,E Plus,4573 x 3554 px (38.72 x 30.09 cm) - 300 dpi - RGB,,Mønster 1T (C.E),
466657402,2020-02-28T04:15:02.4005377,,Photos,Camilla Engevik,KlippekortiStock,,Counting Hands from one to five,"Counting Hands from one to five, isolated over white background",iStock,iStockphoto,9909 x 4945 px (83.90 x 41.87 cm) - 300 dpi - RGB,,Mønster 1T (C.E),
143369496,2020-02-28T02:43:45.5102524,,Photos,Camilla Engevik,Easy-access,,White rhino in green field,"White rhino in green field at Pilanesberg National Park, South Africa.",Moment,Moment RF,3872 x 2592 px (32.78 x 21.95 cm) - 300 dpi - RGB,,Salto 2A eb (KAH),
562603835,2020-02-28T02:43:45.5068671,,Photos,Camilla Engevik,Easy-access,,Girls playing in forest,"",Johner Images Royalty-Free,Johner Images Royalty-Free,7264 x 4843 px (61.50 x 41.00 cm) - 300 dpi - RGB,,Salto 2A eb (KAH),
93078052,2020-02-28T02:43:45.4984911,,Photos,Camilla Engevik,Easy-access,,Crocodile,Crocodile reflection in water,Moment,Moment RF,3008 x 2000 px (25.47 x 16.93 cm) - 300 dpi - RGB,,Salto 2A eb (KAH),
143560416,2020-02-28T02:43:45.4931781,,Photos,Camilla Engevik,Easy-access,,Group of kids painting on paper,Shot on the floor in creative classroom,DigitalVision,Digital Vision,5544 x 3564 px (46.94 x 30.18 cm) - 300 dpi - RGB,,Salto 2A eb (KAH),
149626054,2020-02-28T02:43:45.4852842,,Photos,Camilla Engevik,Easy-access,,Polar bear hunting a seal,"Polar bear (Ursus maritimus) hunting a ringed seal (Pusa hispida or phoca hispida), watched by two cubs, Svalbard Archipelago, Barents Sea, Norway.",Photographer's Choice RF,Photographer's Choice RF,5334 x 3543 px (45.16 x 30.00 cm) - 300 dpi - RGB,,Salto 2A eb (KAH),
1173584084,2020-02-28T02:43:45.4751866,,Photos,Camilla Engevik,KlippekortiStock,,Scouts Building Tent,Scouts learning how to build tent.,E+,E Plus,6720 x 4480 px (56.90 x 37.93 cm) - 300 dpi - RGB,,Salto 2A eb (KAH),
137182387,2020-02-28T02:43:45.4710487,,Photos,Camilla Engevik,KlippekortiStock,,Dog on a winter walk,Dog of breed the brussels griffon  walks in the winter in a warm jacket and boots.,iStock,iStockphoto,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,Salto 2A eb (KAH),
1140782782,2020-02-28T02:43:45.4667795,,Photos,Camilla Engevik,KlippekortiStock,,Mother Polar Bear and Two Cubs,"In the High Arctic a mother polar bear snuggles with her two spring cubs in a nook of snow and ice in Svalbard, Norway.",iStock,iStockphoto,3251 x 2301 px (27.53 x 19.48 cm) - 300 dpi - RGB,,Salto 2A eb (KAH),
98466886,2020-02-28T02:43:45.4613166,,Photos,Camilla Engevik,KlippekortiStock,,Polar bear underwater attack,"Polar bear attacking underwater with full paw blow details showing the extended claws, webbed fingers and lots of bubbles (focus on bubbles) - bear looking at camera. See more of my animal photos at http://tonytremblay.com/sylvie/animal.jpg",iStock,iStockphoto,2334 x 1746 px (19.76 x 14.78 cm) - 300 dpi - RGB,,Salto 2A eb (KAH),
174766938,2020-02-28T02:43:45.4569499,,Photos,Camilla Engevik,KlippekortiStock,,Boy snowboarding in the mountain,8 years old  snowboarder in the mountain,iStock,iStockphoto,5616 x 3744 px (47.55 x 31.70 cm) - 300 dpi - RGB,,Salto 2A eb (KAH),
53456460,2020-02-28T01:48:54.8478377,,Photos,Camilla Engevik,Easy-access,,March On Washington For Jobs And Freedom,"Overhead view of the massive crowd assembled on the Mall in front of the Reflecting Pool and between the Lincoln and Washington monuments during the civil rights March on Washington for Jobs and Freedom, Washington DC, August 28, 1963. It was at this rally that Martin Luther King Jr. delivered his 'I Have a Dream' speech. (Photo by Robert W. Kelley/The LIFE Picture Collection via Getty Images)",The LIFE Picture Collection,The LIFE Picture Collection,4990 x 3310 px (42.25 x 28.02 cm) - 300 dpi - RGB,,Kontekst basisbok (A.S),
583706438,2020-02-28T01:48:54.8455637,,Photos,Camilla Engevik,KlippekortiStock,,Researching recultivated field,Man and woman researching recultivated field in russia,iStock,iStockphoto,4500 x 3004 px (38.10 x 25.43 cm) - 300 dpi - RGB,,Kontekst basisbok (A.S),
1133855385,2020-02-28T01:48:54.843322,,Photos,Camilla Engevik,KlippekortiStock,,Businesswoman standing around the podium in the auditorium,Front view mixed race businesswoman standing around the podium in the auditorium while audience raising hand for asking question,iStock,iStockphoto,6720 x 4480 px (56.90 x 37.93 cm) - 300 dpi - RGB,,Kontekst basisbok (A.S),
650151750,2020-02-28T01:48:54.8410818,,Photos,Camilla Engevik,KlippekortiStock,,In the Wind,Stalks of long grasses blowing in an autumn breeze,iStock,iStockphoto,3264 x 2448 px (27.64 x 20.73 cm) - 300 dpi - RGB,,Kontekst basisbok (A.S),
